model_key,problem_idx,sample_idx,mean_logprob,total_logprob,response_length_tokens,response_length_chars,sqrt_length_normalized_logprob,length_penalized_logprob,boxed_answer_present,extracted_answer_present,answer_format_valid,final_answer_length,contains_therefore,equation_count,latex_marker_count,correct
Qwen397B,307,8,-0.03313126310696963,-24.05329701565995,726,2020,-0.8927015806057012,-7.29313126310697,1,1,1,12,1,5,10,1
Qwen397B,307,9,-0.03044707877196962,-21.130272667746915,694,1976,-0.8020941817443179,-6.97044707877197,1,1,1,12,1,4,10,1
Qwen397B,307,10,-0.025063913117700773,-17.56980309550824,701,1965,-0.6636023043065241,-7.035063913117701,1,1,1,12,1,2,11,1
Qwen397B,307,11,-0.0212854606525981,-13.282127447221214,624,1724,-0.5317106366818519,-6.261285460652599,1,1,1,12,1,2,10,1
Qwen397B,307,12,-0.03662195541164219,-22.668990399806518,619,1671,-0.9111436525864949,-6.226621955411643,1,1,1,12,1,2,10,1
Qwen397B,307,13,-0.02590027435582152,-17.120081349198024,661,1849,-0.6658939885133458,-6.635900274355822,1,1,1,12,1,4,11,1
Qwen397B,307,14,-0.02281166560511195,-13.253577716570042,581,1614,-0.5498510552338324,-5.832811665605113,1,1,1,12,1,5,8,1
Qwen397B,307,15,-0.02754084608469312,-19.251051413200493,699,2034,-0.7281416372790865,-7.017540846084693,1,1,1,12,1,4,11,1
Qwen397B,307,16,-0.03002070039994927,-21.584883587563525,719,2044,-0.8049803248216857,-7.2200207003999495,1,1,1,12,1,5,11,1
Qwen397B,307,17,-0.034166737482264564,-23.267548225422168,681,1957,-0.8916143853000186,-6.844166737482265,1,1,1,12,1,3,11,1
Qwen397B,307,18,-0.03123961919066829,-22.898640866759855,733,2067,-0.8457805984186751,-7.361239619190668,1,1,1,12,1,5,10,1
Qwen397B,307,19,-0.027986441043588425,-18.862861263378598,674,1894,-0.7265702682197592,-6.767986441043589,1,1,1,12,0,4,11,1
Qwen397B,307,20,-0.019519814750598805,-12.74643903214102,653,1875,-0.4988067046834822,-6.549519814750599,1,1,1,12,1,4,10,1
Qwen397B,307,21,-0.01744845066998749,-12.85950814378078,737,2097,-0.4736860706069594,-7.387448450669988,1,1,1,12,1,3,11,1
Qwen397B,307,22,-0.02529857641869056,-17.55721203457125,694,1983,-0.6664626548845437,-6.965298576418691,1,1,1,12,1,3,11,1
Qwen397B,307,23,-0.0247396268316664,-18.084667213948137,731,2048,-0.6688855793392088,-7.3347396268316665,1,1,1,12,1,4,11,1
Qwen397B,307,24,-0.02854147504977667,-18.980080908101485,665,1873,-0.7360159683602802,-6.678541475049777,1,1,1,12,1,4,11,1
Qwen397B,307,25,-0.03794066767836328,-26.74817071324611,705,1908,-1.0073943895195168,-7.087940667678363,1,1,1,12,0,4,11,1
Qwen397B,307,26,-0.020054843275714992,-13.216141718696178,659,1840,-0.5148277875931819,-6.610054843275715,1,1,1,12,1,2,11,1
Qwen397B,307,27,-0.01739149243095084,-10.817508292051421,622,1744,-0.43374256602616285,-6.237391492430951,1,1,1,12,1,2,10,1
Qwen397B,307,28,-0.016043570606058558,-10.877540870907701,678,1932,-0.417749440433731,-6.7960435706060585,1,1,1,12,1,4,11,1
Qwen397B,307,29,-0.03091791844615329,-20.12756490844579,651,1774,-0.7888614646178275,-6.540917918446153,1,1,1,12,1,3,11,1
Qwen397B,307,30,-0.019379160732566902,-12.925900208622124,667,1907,-0.500492854850105,-6.6893791607325666,1,1,1,12,1,4,11,1
Qwen397B,307,31,-0.029846915147993237,-16.86350705861618,565,1485,-0.7094530740479613,-5.679846915147993,1,1,1,12,1,5,8,1
Qwen397B,307,32,-0.019431068279315733,-11.736365240706704,604,1666,-0.4775459290405058,-6.0594310682793155,1,1,1,12,1,2,10,1
Qwen397B,307,33,-0.02459525984351534,-14.978513244700842,609,1688,-0.6069599865913348,-6.114595259843515,1,1,1,12,1,2,10,1
Qwen397B,307,34,-0.016615816886878448,-12.345551946950685,743,2118,-0.45291437437773846,-7.446615816886879,1,1,1,12,0,6,11,1
Qwen397B,307,35,-0.03024779413802479,-21.143208102479328,699,1984,-0.7997095760969806,-7.020247794138025,1,1,1,12,1,4,11,1
Qwen397B,307,36,-0.023803888727726537,-15.853389892665874,666,1919,-0.6143063803691795,-6.683803888727726,1,1,1,12,0,4,11,1
Qwen397B,307,37,-0.01902299944901708,-13.506329608802126,710,1999,-0.5068835178879718,-7.119022999449018,1,1,1,12,1,2,11,1
Qwen397B,307,38,-0.03610703802909099,-22.31414950197823,618,1767,-0.8976067316229026,-6.216107038029091,1,1,1,12,0,4,9,1
Qwen397B,307,39,-0.022219082999813133,-15.88664434486639,715,1949,-0.5941268124627084,-7.172219082999813,1,1,1,12,1,6,11,1
Qwen397B,307,40,-0.023193195389235945,-16.629521094082172,717,2020,-0.621040845649035,-7.193193195389236,1,1,1,12,1,4,11,1
Qwen397B,307,41,-0.018348553623989166,-15.357739383278933,837,2363,-0.5308411293573095,-8.38834855362399,1,1,1,12,0,3,15,1
Qwen397B,307,42,-0.01918035569514968,-14.922316730826452,778,2075,-0.534990974403246,-7.79918035569515,1,1,1,12,1,4,14,1
Qwen397B,307,43,-0.02035403796468682,-13.25047871501112,651,1857,-0.5193272059266787,-6.5303540379646865,1,1,1,12,1,4,10,1
Qwen397B,307,44,-0.027407698347406365,-20.473550665512555,747,2023,-0.749088046053806,-7.4974076983474065,1,1,1,12,1,2,12,1
Qwen397B,307,45,-0.030955498099846115,-19.935340776300897,644,1828,-0.7855624758862704,-6.470955498099847,1,1,1,12,1,6,8,1
Qwen397B,307,46,-0.02758630026894392,-18.37247597911665,666,1883,-0.7119189834832833,-6.687586300268944,1,1,1,12,1,2,10,1
Qwen397B,307,47,-0.021708694464888854,-15.586842625790197,718,1990,-0.5816958004280118,-7.201708694464888,1,1,1,12,1,3,12,1
Qwen397B,308,0,-0.04777869564676729,-97.8507686845794,2048,6489,-2.1622169400369486,-20.527778695646766,0,0,0,0,0,0,35,0
Qwen397B,308,1,-0.04006649971090004,-82.05619140792328,2048,6851,-1.8132027932151207,-20.5200664997109,0,0,0,0,1,0,16,0
Qwen397B,308,2,-0.05415296557794004,-110.9052735036212,2048,6551,-2.4506834676174774,-20.534152965577942,0,0,0,0,1,0,18,0
Qwen397B,308,3,-0.06251859775901215,-128.0380882104569,2048,6454,-2.8292687632429816,-20.542518597759013,0,0,0,0,0,0,10,0
Qwen397B,308,4,-0.04822532661253666,-98.76546890247508,2048,6312,-2.1824291502502877,-20.52822532661254,0,0,0,0,1,0,30,0
Qwen397B,308,5,-0.042663615068249464,-87.3750836597749,2048,6662,-1.9307348175802728,-20.52266361506825,0,0,0,0,1,2,17,0
Qwen397B,308,6,-0.050159992045100035,-102.72766370836487,2048,6200,-2.269982113238625,-20.5301599920451,0,0,0,0,0,0,23,0
Qwen397B,308,7,-0.05074314480013015,-103.92196055066654,2048,6353,-2.296372594361787,-20.53074314480013,0,0,0,0,1,0,19,0
Qwen397B,308,8,-0.04706559198127869,-96.39033237765875,2048,6690,-2.1299455520333663,-20.52706559198128,0,0,0,0,1,0,15,0
Qwen397B,308,9,-0.04917781729175506,-100.71616981351437,2048,6273,-2.225533957820996,-20.529177817291757,0,0,0,0,1,0,5,0
Qwen397B,308,10,-0.035543121902225,-72.7923136557568,2048,6080,-1.6084980813826173,-20.515543121902226,0,0,0,0,1,0,24,0
Qwen397B,308,11,-0.046586307178176106,-95.40875710090467,2048,5892,-2.108255597832183,-20.526586307178178,0,0,0,0,0,1,32,0
Qwen397B,308,12,-0.03360787822793747,-68.82893461081594,2048,6102,-1.520918950161044,-20.513607878227937,0,0,0,0,1,1,35,0
Qwen397B,308,13,-0.04385712821692801,-89.81939858826857,2048,6113,-1.984747056995691,-20.523857128216928,0,0,0,0,1,0,41,0
Qwen397B,308,14,-0.05345187519400911,-109.46944039733066,2048,6244,-2.418955738676534,-20.53345187519401,0,0,0,0,0,0,10,0
Qwen397B,308,15,-0.05912165161405826,-121.08114250559132,2048,6298,-2.6755405293599477,-20.53912165161406,0,0,0,0,0,1,28,0
Qwen397B,308,16,-0.044504125262601765,-91.14444853780842,2048,6352,-2.01402680089352,-20.524504125262602,0,0,0,0,1,2,23,0
Qwen397B,308,17,-0.04457170750224432,-91.28285696459636,2048,6344,-2.0170852239296173,-20.524571707502243,0,0,0,0,0,1,21,0
Qwen397B,308,18,-0.037001417872873685,-75.7789038036453,2048,6201,-1.6744930234512703,-20.517001417872873,0,0,0,0,1,7,59,0
Qwen397B,308,19,-0.047435534986965205,-97.14797565330474,2048,6054,-2.1466872613436685,-20.527435534986967,0,0,0,0,0,0,36,0
Qwen397B,308,20,-0.03675928408348113,-75.28301380296935,2048,6420,-1.6635352990075025,-20.51675928408348,0,0,0,0,1,0,21,0
Qwen397B,308,21,-0.04172629253457068,-85.45544711080075,2048,6125,-1.8883164419179863,-20.52172629253457,0,0,0,0,0,0,48,0
Qwen397B,308,22,-0.04820257635567354,-98.71887637641942,2048,6546,-2.1813995911525823,-20.528202576355675,0,0,0,0,1,2,16,0
Qwen397B,308,23,-0.04484505320281877,-91.84266895937284,2048,6358,-2.0294554382326178,-20.52484505320282,0,0,0,0,1,0,21,0
Qwen397B,308,24,-0.03784267760602748,-77.50180373714429,2048,6464,-1.7125640930226136,-20.517842677606026,0,0,0,0,1,0,18,0
Qwen397B,308,25,-0.03941770046188103,-80.72745054593236,2048,6259,-1.7838414909040756,-20.519417700461883,0,0,0,0,0,2,34,0
Qwen397B,308,26,-0.04437426820828476,-90.87850129056719,2048,5974,-2.008150141457202,-20.524374268208284,0,0,0,0,0,0,22,0
Qwen397B,308,27,-0.05650688385738331,-115.72609813992102,2048,5842,-2.5572096485936893,-20.536506883857385,0,0,0,0,0,0,32,0
Qwen397B,308,28,-0.0446428238807849,-91.42850330784748,2048,6136,-2.0203035838348637,-20.524642823880786,0,0,0,0,0,1,34,0
Qwen397B,308,29,-0.04762928658837297,-97.54477893298784,2048,6468,-2.1554554579018244,-20.527629286588372,0,0,0,0,0,0,2,0
Qwen397B,308,30,-0.03984969691148181,-81.61217927471475,2048,6309,-1.8033914185175939,-20.519849696911482,0,0,0,0,1,0,0,0
Qwen397B,308,31,-0.033077924295654204,-10.94879294186154,331,1143,-0.6018000864570302,-3.3430779242956543,0,0,0,0,0,0,6,0
Qwen397B,308,32,-0.043449255899932454,-88.98407608306167,2048,6550,-1.966288862998518,-20.523449255899934,0,0,0,0,1,0,18,0
Qwen397B,308,33,-0.04284691060444931,-87.75047291791219,2048,6427,-1.9390298266431936,-20.52284691060445,0,0,0,0,0,0,26,0
Qwen397B,308,34,-0.03704839529782235,-75.87511356994017,2048,6186,-1.6766189790188788,-20.517048395297824,0,0,0,0,1,0,34,0
Qwen397B,308,35,-0.04883043160095035,-100.00472391874632,2048,6659,-2.209813076051064,-20.52883043160095,0,0,0,0,1,0,10,0
Qwen397B,308,36,-0.04752288734917012,-97.32687329110041,2048,6439,-2.150640377994405,-20.52752288734917,0,0,0,0,1,1,26,0
Qwen397B,308,37,-0.05660275875655066,-115.92244993341575,2048,6617,-2.5615484512398847,-20.53660275875655,0,0,0,0,0,1,10,0
Qwen397B,308,38,-0.05255715625882683,-107.63705601807735,2048,6676,-2.3784653817918366,-20.53255715625883,0,0,0,0,1,0,18,0
Qwen397B,308,39,-0.03793474578636556,-77.69035937047667,2048,6010,-1.7167306232401214,-20.517934745786366,0,0,0,0,1,0,24,0
Qwen397B,308,40,-0.04283320405102367,-87.72240189649648,2048,6479,-1.9384095388432598,-20.522833204051025,0,0,0,0,1,2,25,0
Qwen397B,308,41,-0.043416667967190986,-88.91733599680714,2048,6337,-1.9648141015120322,-20.52341666796719,0,0,0,0,1,1,12,0
Qwen397B,308,42,-0.044115182159019634,-90.34789306167221,2048,6332,-1.996425245307045,-20.52411518215902,0,0,0,0,1,0,10,0
Qwen397B,308,43,-0.05248939917097262,-107.49828950215192,2048,6803,-2.375399046028946,-20.532489399170974,0,0,0,0,0,0,16,0
Qwen397B,308,44,-0.08175642813755273,-4.4966035475654,55,220,-0.6063218986640637,-0.6317564281375527,0,0,0,0,0,0,0,0
Qwen397B,308,45,-0.04367720716548103,-89.45092027490514,2048,6456,-1.9766047596800829,-20.52367720716548,0,0,0,0,0,2,36,0
Qwen397B,308,46,-0.03639200489323345,-74.53082602134211,2048,6557,-1.646914140222681,-20.516392004893234,0,0,0,0,1,0,46,0
Qwen397B,308,47,-0.0462198655084337,-94.65828456127221,2048,6206,-2.0916723408987954,-20.526219865508434,0,0,0,0,1,0,20,0
Qwen397B,309,0,-0.04612385749341828,-94.46166014652064,2048,5296,-2.087327514116993,-20.52612385749342,0,0,0,0,1,1,0,0
Qwen397B,309,1,-0.058370260319347556,-119.5422931340238,2048,5554,-2.641536441051821,-20.538370260319347,0,0,0,0,1,1,4,0
Qwen397B,309,2,-0.051785017372018405,-106.0557155778937,2048,5579,-2.3435223646475123,-20.53178501737202,0,0,0,0,1,0,1,0
Qwen397B,309,3,-0.045347305324643566,-92.87128130487002,2048,5134,-2.052184774629907,-20.525347305324644,0,0,0,0,0,1,0,0
Qwen397B,309,4,-0.04549519002530068,-93.1741491718158,2048,5529,-2.058877272208684,-20.5254951900253,0,0,0,0,1,0,0,0
Qwen397B,309,5,-0.053445124591801965,-109.45561516401042,2048,5573,-2.418650241294277,-20.533445124591804,0,0,0,0,1,1,1,0
Qwen397B,309,6,-0.03597704895649363,-73.68099626289896,2048,5035,-1.628135378189891,-20.515977048956493,0,0,0,0,0,1,0,0
Qwen397B,309,7,-0.05045662531173971,-103.33516863844292,2048,5324,-2.2834062024780764,-20.53045662531174,0,0,0,0,1,1,0,0
Qwen397B,309,8,-0.03741574696452247,-54.81406930302541,1465,3872,-1.4320996289147612,-14.687415746964524,1,1,1,2,1,1,0,1
Qwen397B,309,9,-0.04133254799713662,-84.6490582981358,2048,5244,-1.8704975982396004,-20.521332547997137,0,0,0,0,0,0,0,0
Qwen397B,309,10,-0.05229515247162314,-107.10047226188419,2048,5077,-2.3666084438956263,-20.532295152471622,0,0,0,0,0,1,0,0
Qwen397B,309,11,-0.05117379009159288,-104.80392210758222,2048,5080,-2.315861375538066,-20.531173790091593,0,0,0,0,0,1,1,0
Qwen397B,309,12,-0.04711962459196033,-96.50099116433475,2048,5159,-2.1323907888601314,-20.52711962459196,0,0,0,0,0,1,2,0
Qwen397B,309,13,-0.05915739625982683,-121.15434754012534,2048,5433,-2.677158147370448,-20.539157396259828,0,0,0,0,0,1,1,0
Qwen397B,309,14,-0.04853641402189235,-99.40257591683553,2048,5601,-2.196507359318906,-20.528536414021893,0,0,0,0,0,1,1,0
Qwen397B,309,15,-0.05076938206674213,-103.97569447268788,2048,5144,-2.2975599575068193,-20.530769382066744,0,0,0,0,0,1,0,0
Qwen397B,309,16,-0.04919980569298915,-100.76120205924178,2048,5526,-2.2265290392686805,-20.52919980569299,0,0,0,0,1,0,0,0
Qwen397B,309,17,-0.06072860596323749,-42.69220999215595,703,2352,-1.6101671957636663,-7.090728605963238,0,0,0,0,1,1,4,0
Qwen397B,309,18,-0.05192985826147185,-106.35234971949436,2048,5149,-2.350077115055552,-20.53192985826147,0,0,0,0,0,1,2,0
Qwen397B,309,19,-0.05518438367128918,-113.01761775880024,2048,5847,-2.4973601222124007,-20.53518438367129,0,0,0,0,0,1,0,0
Qwen397B,309,20,-0.05346177867479894,-109.48972272598823,2048,5546,-2.41940391905566,-20.5334617786748,0,0,0,0,0,1,0,0
Qwen397B,309,21,-0.05962332278238548,-122.10856505832547,2048,5184,-2.6982435748031453,-20.539623322782386,0,0,0,0,0,0,0,0
Qwen397B,309,22,-0.057488368207336216,-117.73617808862457,2048,5093,-2.60162655992042,-20.537488368207338,0,0,0,0,0,1,1,0
Qwen397B,309,23,-0.06009156348349606,-123.06752201419994,2048,5459,-2.7194337300020464,-20.540091563483497,0,0,0,0,1,1,2,0
Qwen397B,309,24,-0.05921118669880518,-121.26451035915301,2048,5729,-2.679592424756982,-20.539211186698804,0,0,0,0,0,0,6,0
Qwen397B,309,25,-0.03000413633565977,-37.77520764659565,1259,3396,-1.0646184670276546,-12.620004136335659,1,1,1,2,0,1,0,1
Qwen397B,309,26,-0.041167922125973644,-84.31190451399402,2048,5237,-1.863047481768683,-20.521167922125976,0,0,0,0,0,1,1,0
Qwen397B,309,27,-0.05065514726615311,-103.74174160108157,2048,5325,-2.292390280569604,-20.530655147266152,0,0,0,0,0,1,1,0
Qwen397B,309,28,-0.056405322220686255,-115.51809990796545,2048,5487,-2.552613493584608,-20.536405322220688,0,0,0,0,1,1,2,0
Qwen397B,309,29,-0.056714963248687994,-116.15224473331301,2048,5185,-2.5666262469051584,-20.536714963248688,0,0,0,0,0,1,1,0
Qwen397B,309,30,-0.04431822290793283,-90.76372051544644,2048,5208,-2.005613820693523,-20.524318222907933,0,0,0,0,0,1,2,0
Qwen397B,309,31,-0.03463897404184019,-39.21131861536309,1132,3088,-1.1654354755471823,-11.35463897404184,0,0,0,0,0,0,0,0
Qwen397B,309,32,-0.03706837014000762,-75.9160220467356,2048,5674,-1.6775229371860683,-20.51706837014001,0,0,0,0,1,1,0,0
Qwen397B,309,33,-0.06410126544925578,-131.27939164007583,2048,5531,-2.900892126835693,-20.544101265449257,0,0,0,0,1,1,3,0
Qwen397B,309,34,-0.03795513252812255,-77.73211141759498,2048,5317,-1.717653221854052,-20.517955132528122,0,0,0,0,1,1,3,0
Qwen397B,309,35,-0.043365706370129126,-88.81296664602445,2048,5185,-1.9625078428968297,-20.52336570637013,0,0,0,0,0,1,0,0
Qwen397B,309,36,-0.06241775947775943,-127.83157141045132,2048,5641,-2.8247053435644536,-20.54241775947776,0,0,0,0,0,1,4,0
Qwen397B,309,37,-0.054990787613349884,-112.62113303214056,2048,5346,-2.4885989647480895,-20.53499078761335,0,0,0,0,1,1,0,0
Qwen397B,309,38,-0.03429066154817116,-70.22727485065454,2048,5072,-1.5518181959734159,-20.51429066154817,0,0,0,0,1,1,2,0
Qwen397B,309,39,-0.05912193491482706,-121.08172270556582,2048,5774,-2.675553350089211,-20.539121934914828,0,0,0,0,1,1,2,0
Qwen397B,309,40,-0.04823354549710149,-98.78230117806385,2048,4931,-2.1828010945069005,-20.528233545497102,0,0,0,0,0,1,1,0
Qwen397B,309,41,-0.0332389568861498,-46.80045129569891,1408,3758,-1.247236217751108,-14.11323895688615,1,1,1,2,1,1,0,1
Qwen397B,309,42,-0.05103629603602723,-104.52233428178377,2048,5293,-2.309639104878014,-20.531036296036028,0,0,0,0,1,1,0,0
Qwen397B,309,43,-0.05255386094631685,-107.63030721805691,2048,5373,-2.3783162529712327,-20.53255386094632,0,0,0,0,0,1,1,0
Qwen397B,309,44,-0.04748282283651842,-97.24482116918972,2048,5045,-2.1488272651252243,-20.527482822836518,0,0,0,0,0,1,0,0
Qwen397B,309,45,-0.049458245241880375,-101.29048625537101,2048,5215,-2.238224678151738,-20.52945824524188,0,0,0,0,1,1,2,0
Qwen397B,309,46,-0.051659456219476735,-105.79856633748835,2048,5525,-2.3378401155329,-20.531659456219476,0,0,0,0,0,1,1,0
Qwen397B,309,47,-0.05433814110036632,-111.28451297355022,2048,5440,-2.45906355514499,-20.534338141100367,0,0,0,0,1,1,0,0
Qwen397B,310,0,-0.023432621769850302,-17.10581389199072,730,1883,-0.6331145765155541,-7.32343262176985,1,1,1,2,0,9,22,1
Qwen397B,310,1,-0.027760147382551427,-20.20938729449744,728,1916,-0.7490097261092884,-7.3077601473825515,1,1,1,2,0,12,27,1
Qwen397B,310,2,-0.03315299330435425,-23.57177823939587,711,1861,-0.8840107500151875,-7.143152993304355,1,1,1,2,0,8,26,1
Qwen397B,310,3,-0.03251702560561886,-21.65633905334216,666,1763,-0.8391660929288615,-6.692517025605619,1,1,1,2,0,9,24,1
Qwen397B,310,4,-0.02167463315769785,-15.172243210388494,700,1840,-0.5734568909382313,-7.021674633157698,1,1,1,2,1,9,23,1
Qwen397B,310,5,-0.02057782627022519,-14.342744910346958,697,1843,-0.5432702025726023,-6.990577826270225,1,1,1,2,0,9,21,1
Qwen397B,310,6,-0.02110493307992599,-15.343286349106194,727,1928,-0.5690509921123309,-7.291104933079926,1,1,1,2,0,13,26,1
Qwen397B,310,7,-0.02476697199161498,-17.733151945996326,716,1973,-0.6627190034769967,-7.184766971991615,1,1,1,2,0,9,23,1
Qwen397B,310,8,-0.028044420806963656,-20.55656045150436,733,1851,-0.7592738844750128,-7.358044420806964,1,1,1,2,1,9,25,1
Qwen397B,310,9,-0.021994928508800846,-16.91410002326785,769,1963,-0.6099380466920251,-7.711994928508801,1,1,1,2,1,9,26,1
Qwen397B,310,10,-0.02123018390574644,-14.67005707887079,691,1787,-0.5580752724249878,-6.931230183905747,1,1,1,2,0,14,24,1
Qwen397B,310,11,-0.016454590566419153,-11.057484860633672,672,1760,-0.42655173903772264,-6.736454590566419,1,1,1,2,0,9,20,1
Qwen397B,310,12,-0.020707539531012148,-15.841267741224293,765,2033,-0.5727422439219492,-7.670707539531013,1,1,1,2,0,9,30,1
Qwen397B,310,13,-0.016742677574598252,-10.179547965355738,608,1631,-0.4128351843521926,-6.096742677574598,1,1,1,2,0,9,23,1
Qwen397B,310,14,-0.019937317177268623,-13.796623486669887,692,1770,-0.5244689298987036,-6.939937317177269,1,1,1,2,1,9,22,1
Qwen397B,310,15,-0.03237883863275385,-20.981487434024494,648,1667,-0.8242306691099475,-6.512378838632754,1,1,1,2,0,9,20,1
Qwen397B,310,16,-0.027009320485208092,-20.824186094095438,771,2009,-0.7499647432106641,-7.737009320485208,1,1,1,2,0,13,26,1
Qwen397B,310,17,-0.022203247246714578,-17.3629393469308,782,1966,-0.620897443423319,-7.842203247246715,1,1,1,2,0,8,34,1
Qwen397B,310,18,-0.02487807933239749,-17.265387056683856,694,1813,-0.6553851302102678,-6.964878079332398,1,1,1,2,0,8,26,1
Qwen397B,310,19,-0.020352530938076322,-13.249497640687686,651,1645,-0.5192887545923418,-6.530352530938076,1,1,1,2,0,9,25,1
Qwen397B,310,20,-0.030734270262069298,-28.982416857131348,943,2396,-0.9437973471752439,-9.46073427026207,1,1,1,2,0,10,37,1
Qwen397B,310,21,-0.024208783602818043,-17.987126216893806,743,1957,-0.6598836611262301,-7.454208783602818,1,1,1,2,0,12,27,1
Qwen397B,310,22,-0.02142130298375783,-15.251967724435573,712,1838,-0.5715916564503281,-7.141421302983758,1,1,1,2,1,12,25,1
Qwen397B,310,23,-0.016338660021837967,-11.48607799535209,703,1809,-0.43320563633264514,-7.0463386600218385,1,1,1,2,0,10,29,1
Qwen397B,310,24,-0.018548734392175838,-13.243796356013547,714,1940,-0.4956366218831711,-7.158548734392176,1,1,1,2,0,12,27,1
Qwen397B,310,25,-0.01494284053105407,-9.563417939874604,640,1658,-0.3780272863264871,-6.4149428405310545,1,1,1,2,0,10,25,1
Qwen397B,310,26,-0.02516312101877339,-17.66451095517892,702,1884,-0.6667040024648235,-7.045163121018774,1,1,1,2,0,11,26,1
Qwen397B,310,27,-0.01655465545771372,-10.628088803852208,642,1646,-0.41945720678247744,-6.436554655457714,1,1,1,2,0,10,24,1
Qwen397B,310,28,-0.02513842834387056,-19.783943106626133,787,2017,-0.7052214093071288,-7.895138428343871,1,1,1,2,0,12,30,1
Qwen397B,310,29,-0.018669161154215914,-13.273773580647514,711,1887,-0.4978054018406008,-7.128669161154217,1,1,1,2,0,9,29,1
Qwen397B,310,30,-0.03171057082245417,-22.736479279699637,717,1884,-0.8491093783795919,-7.2017105708224545,1,1,1,2,0,11,24,1
Qwen397B,310,31,-0.026349065048819842,-19.7881478516637,751,2127,-0.722079770481871,-7.536349065048819,1,1,1,2,0,9,27,1
Qwen397B,310,32,-0.019357450460080264,-12.775917303652975,660,1729,-0.49730190657943857,-6.619357450460081,1,1,1,2,1,9,23,1
Qwen397B,310,33,-0.018461558223867303,-13.14462945539352,712,1793,-0.49261581584629277,-7.1384615582238675,1,1,1,2,0,10,26,1
Qwen397B,310,34,-0.02415817132771747,-18.191103009771254,753,2047,-0.662920646193955,-7.5541581713277175,1,1,1,2,1,10,24,1
Qwen397B,310,35,-0.027825419687427105,-20.28473095213436,729,1942,-0.7512863315605318,-7.317825419687427,1,1,1,2,0,13,27,1
Qwen397B,310,36,-0.027859247314692845,-20.142235808522926,723,1862,-0.7490978099424016,-7.257859247314693,1,1,1,2,0,11,31,1
Qwen397B,310,37,-0.02279373156061121,-15.97840582398846,701,1909,-0.6034960589088381,-7.032793731560611,1,1,1,2,0,9,25,1
Qwen397B,310,38,-0.016623732025166822,-13.03300590773079,784,2145,-0.46546449670467105,-7.856623732025167,1,1,1,2,0,10,29,1
Qwen397B,310,39,-0.027737224129157755,-21.88466983790547,789,2099,-0.7791148774645512,-7.917737224129159,1,1,1,2,0,12,28,1
Qwen397B,310,40,-0.020068221995560798,-13.546049847003538,675,1780,-0.5213877017082388,-6.770068221995561,1,1,1,2,0,9,26,1
Qwen397B,310,41,-0.025549609826321384,-19.54545151713586,765,1953,-0.7066672909807716,-7.675549609826322,1,1,1,2,0,9,30,1
Qwen397B,310,42,-0.02292058326333204,-15.769361285172444,688,1850,-0.6012012627617808,-6.902920583263332,1,1,1,2,0,9,27,1
Qwen397B,310,43,-0.026849013070161822,-20.512645985603633,764,2006,-0.7421214861268163,-7.666849013070163,1,1,1,2,0,9,31,1
Qwen397B,310,44,-0.021271646397054228,-15.507030223452531,729,1928,-0.5743344527204641,-7.311271646397055,1,1,1,2,0,9,26,1
Qwen397B,310,45,-0.021011133346107227,-15.38014960935049,732,1923,-0.5684666870847773,-7.341011133346107,1,1,1,2,1,9,26,1
Qwen397B,310,46,-0.030271937343666375,-19.252952150571815,636,1736,-0.7634292116383266,-6.390271937343667,1,1,1,2,0,12,19,1
Qwen397B,310,47,-0.019458627757531256,-14.613429445905972,751,1997,-0.5332516140142761,-7.529458627757531,1,1,1,2,0,12,28,1
Qwen397B,311,0,-0.013914951255751207,-13.901036304495456,999,2146,-0.43980932525525446,-10.003914951255751,1,1,1,1,0,13,0,1
Qwen397B,311,1,-0.012736039894145517,-13.996907843665923,1099,2316,-0.42221460975623226,-11.002736039894145,1,1,1,1,0,13,0,1
Qwen397B,311,2,-0.017049645942333318,-18.90805735004765,1109,2319,-0.567781369257257,-11.107049645942332,1,1,1,1,1,22,1,1
Qwen397B,311,3,-0.016718203016526666,-18.03894105483227,1079,2266,-0.5491617965207007,-10.806718203016528,1,1,1,1,0,21,1,1
Qwen397B,311,4,-0.013292567869863213,-14.621824656849533,1100,2312,-0.44086460124669996,-11.013292567869863,1,1,1,1,0,12,0,1
Qwen397B,311,5,-0.019788806745054968,-19.94711719901541,1008,2187,-0.628275136681596,-10.099788806745055,1,1,1,1,1,12,0,1
Qwen397B,311,6,-0.02064408006142464,-22.502047266952857,1090,2312,-0.6815673593453081,-10.920644080061425,1,1,1,1,0,21,0,1
Qwen397B,311,7,-0.023058467183677035,-31.75150931192328,1377,2759,-0.855652461868251,-13.793058467183677,1,1,1,1,0,13,0,1
Qwen397B,311,8,-0.012571411737888338,-13.124553854355426,1044,2161,-0.4061947444012434,-10.452571411737887,1,1,1,1,0,12,0,1
Qwen397B,311,9,-0.021801110353012344,-21.910115904777406,1005,2153,-0.6911330224257434,-10.071801110353013,1,1,1,1,0,13,0,1
Qwen397B,311,10,-0.01093311653257827,-11.600036641065543,1061,2194,-0.35612434960129785,-10.620933116532578,1,1,1,1,0,22,0,1
Qwen397B,311,11,-0.014598452736872424,-15.167792393610448,1039,2164,-0.4705595609280669,-10.404598452736874,1,1,1,1,0,13,1,1
Qwen397B,311,12,-0.020431748952520527,-20.51347594833061,1004,2154,-0.647399560333384,-10.06043174895252,1,1,1,1,0,13,0,1
